category,type,lon,lat,name,suburb
Fitness Routines,Fitness / Gymnasium Workouts,142.93160999,-37.04194001,Kennedy's Health and Fitness,CONCONGELLA
Fitness Routines,Fitness / Gymnasium Workouts,141.77958902,-37.98491201,Kimekai MMA,CONDAH
Fitness Routines,Fitness / Gymnasium Workouts,141.83422686,-37.98456713,Mordialloc Community Centre,CONDAH SWAMP
Fitness Routines,Fitness / Gymnasium Workouts,145.41576695,-36.32432002,Waves Leisure Centre,CONGUPNA
Fitness Routines,Fitness / Gymnasium Workouts,144.48364704,-38.25677,Anytime Fitness Bayswater,CONNEWARRE
Fitness Routines,Fitness / Gymnasium Workouts,141.49132569,-37.22070715,Curves Wantirna,CONNEWIRRICOO
Fitness Routines,Fitness / Gymnasium Workouts,141.70326803,-37.40987399,Knox Park Squash Centre,COOJAR
Fitness Routines,Fitness / Gymnasium Workouts,144.92208103,-37.66379003,Personal Best Fitness Centre,COOLAROO
Fitness Routines,Fitness / Gymnasium Workouts,145.11357797,-36.42277302,Body and Soul Group Fitness Centre,COOMA
Fitness Routines,Fitness / Gymnasium Workouts,145.36207315,-36.2964779,Curves Traralgon,COOMBOONA
Fitness Routines,Fitness / Gymnasium Workouts,144.19184105,-37.34546202,Latrobe Leisure Churchill,COOMOORA
Fitness Routines,Fitness / Gymnasium Workouts,146.75105003,-37.83613896,Latrobe Leisure Moe/Newborough,COONGULLA
Fitness Routines,Fitness / Gymnasium Workouts,143.25101501,-36.49182996,Traralgon Fun Fitness Centre,COONOOER BRIDGE
Fitness Routines,Fitness / Gymnasium Workouts,143.25919501,-36.44171702,Contours Express Gisborne,COONOOER WEST
Fitness Routines,Fitness / Gymnasium Workouts,146.39574302,-37.97080904,Kyneton Toyota Sports and Aquatic Centre,COOPERS CREEK
Fitness Routines,Fitness / Gymnasium Workouts,143.06929503,-38.58682204,Aquarena,COORIEMUNGLE
Fitness Routines,Fitness / Gymnasium Workouts,143.06357002,-36.50641103,Contours Doncaster,COPE COPE
Fitness Routines,Fitness / Gymnasium Workouts,145.6106555,-38.11892796,Definition Fitness Centre,CORA LYNN
Fitness Routines,Fitness / Gymnasium Workouts,142.956522,-36.17343599,Fernwood Bulleen,CORACK
Fitness Routines,Fitness / Gymnasium Workouts,143.09980598,-36.19564696,Gracie Jiu-Jitsu Templestowe,CORACK EAST
Fitness Routines,Fitness / Gymnasium Workouts,143.5479699,-38.27565788,RivvaPT,CORAGULAC
Fitness Routines,Fitness / Gymnasium Workouts,147.08369305,-36.59757069,The Veneto Club,CORAL BANK
Fitness Routines,Fitness / Gymnasium Workouts,143.799773,-37.86858704,Anytime Fitness West Footscray,CORINDHAP
Fitness Routines,Fitness / Gymnasium Workouts,145.49745727,-38.41642098,Crunch Fitness,CORINELLA
Fitness Routines,Fitness / Gymnasium Workouts,144.38250582,-38.08704481,Derrimut 24/7 Gym,CORIO
Fitness Routines,Fitness / Gymnasium Workouts,141.23167099,-37.46812298,Fernwood Women's Health Clubs,CORNDALE
Fitness Routines,Fitness / Gymnasium Workouts,144.81941704,-36.72471502,Focus Health and Fitness Yarraville,CORNELLA
Fitness Routines,Fitness / Gymnasium Workouts,146.58936101,-36.13177904,Fusion Martial Arts & Fitness,CORNISHTOWN
Fitness Routines,Fitness / Gymnasium Workouts,145.4284749,-38.44439955,Genesis Fitness Maidstone,CORONET BAY
Fitness Routines,Fitness / Gymnasium Workouts,144.77766798,-36.39906698,Maidstone Health Club,COROP
Fitness Routines,Fitness / Gymnasium Workouts,143.55371954,-38.32075303,Maribyrnong Aquatic Centre,COROROOKE
Fitness Routines,Fitness / Gymnasium Workouts,148.37401809,-37.80375842,RecWest Braybrook,CORRINGLE
Fitness Routines,Fitness / Gymnasium Workouts,147.9119723,-36.13146349,RecWest Footscray,CORRYONG
Fitness Routines,Fitness / Gymnasium Workouts,143.48349895,-38.2666794,United Force Gymnasium,CORUNNUN
Fitness Routines,Fitness / Gymnasium Workouts,145.66895099,-36.36612196,Zoo Fitness - Braybrook,COSGROVE
Fitness Routines,Fitness / Gymnasium Workouts,145.59547299,-36.37763501,CrossFit Ringwood,COSGROVE SOUTH
Fitness Routines,Fitness / Gymnasium Workouts,144.74917558,-36.86647656,Active Melbourne City Sports,COSTERFIELD
Fitness Routines,Fitness / Gymnasium Workouts,143.83815403,-37.17517601,Corporate Fitness Club,COTSWOLD
Fitness Routines,Fitness / Gymnasium Workouts,145.19453077,-37.61766132,Fernwood Women's Health Club,COTTLES BRIDGE
Fitness Routines,Fitness / Gymnasium Workouts,147.22296318,-37.43320381,Fitness First Melbourne CBD Bourke St,COWA
Fitness Routines,Fitness / Gymnasium Workouts,141.29975996,-35.06219696,South Pacific Health Club Melbourne CBD,COWANGIE
Fitness Routines,Fitness / Gymnasium Workouts,145.25767113,-38.44955765,Body Style World of Health & Fitness,COWES
Fitness Routines,Fitness / Gymnasium Workouts,143.02114245,-38.48565639,Contours Caroline Springs Fitness Studio,COWLEYS CREEK
Fitness Routines,Fitness / Gymnasium Workouts,146.75307902,-38.02618697,Fernwood Women's Health Clubs,COWWARR
Fitness Routines,Fitness / Gymnasium Workouts,143.76783808,-37.09413236,Genisis Melton,CRAIGIE
