FacilityName,Latitude,Longitude,Classification,Category
Woodbury Bowling Club,-36.761297,144.31222,Lawn Bowls,Organized Sports
Woodbury Bowling Club,-36.761297,144.31222,Lawn Bowls,Social Sports
Ashburton Bowls Club,-37.865266,145.085411,Lawn Bowls,Organized Sports
Ashburton Bowls Club,-37.865266,145.085411,Lawn Bowls,Social Sports
Auburn Bowls Club,-37.827119,145.046559,Lawn Bowls,Organized Sports
Auburn Bowls Club,-37.827119,145.046559,Lawn Bowls,Social Sports
Burwood District Bowls Club,-37.855233,145.093555,Lawn Bowls,Organized Sports
Burwood District Bowls Club,-37.855233,145.093555,Lawn Bowls,Social Sports
Camberwell Central Bowls Club,-37.839001,145.062814,Lawn Bowls,Organized Sports
Camberwell Central Bowls Club,-37.839001,145.062814,Lawn Bowls,Social Sports
Hawthorn Bowling Club,-37.819439,145.019059,Lawn Bowls,Organized Sports
Hawthorn Bowling Club,-37.819439,145.019059,Lawn Bowls,Social Sports
Kew Heights Sports Club,-37.816157,145.052962,Lawn Bowls,Organized Sports
Kew Heights Sports Club,-37.816157,145.052962,Lawn Bowls,Social Sports
Melbourne Cricket Club Bowls Club,-37.82542,145.037305,Lawn Bowls,Organized Sports
Melbourne Cricket Club Bowls Club,-37.82542,145.037305,Lawn Bowls,Social Sports
North Balwyn Bowls Club,-37.799894,145.07574,Lawn Bowls,Organized Sports
North Balwyn Bowls Club,-37.799894,145.07574,Lawn Bowls,Social Sports
Point Lonsdale Bowls Club,-38.287074,144.614418,Lawn Bowls,Organized Sports
Point Lonsdale Bowls Club,-38.287074,144.614418,Lawn Bowls,Social Sports
Deer Park Bowling Club,-37.770581,144.781168,Lawn Bowls,Organized Sports
Deer Park Bowling Club,-37.770581,144.781168,Lawn Bowls,Social Sports
Keilor Bowls Club,-37.716472,144.832315,Lawn Bowls,Organized Sports
Keilor Bowls Club,-37.716472,144.832315,Lawn Bowls,Social Sports
Kevin Wheelan Gardens,-37.786648,144.837631,Lawn Bowls,Organized Sports
Kevin Wheelan Gardens,-37.786648,144.837631,Lawn Bowls,Social Sports
St Albans Bowls Club,-37.731574,144.776375,Lawn Bowls,Organized Sports
St Albans Bowls Club,-37.731574,144.776375,Lawn Bowls,Social Sports
Sunshine City Bowls Club,-37.779357,144.824134,Lawn Bowls,Organized Sports
Sunshine City Bowls Club,-37.779357,144.824134,Lawn Bowls,Social Sports
Berriwillock Bowls Club,-35.63753,142.992416,Lawn Bowls,Organized Sports
Berriwillock Bowls Club,-35.63753,142.992416,Lawn Bowls,Social Sports
Birchip Bowls Club,-35.979328,142.919222,Lawn Bowls,Organized Sports
Birchip Bowls Club,-35.979328,142.919222,Lawn Bowls,Social Sports
Charlton Bowling Club,-36.265716,143.349873,Lawn Bowls,Organized Sports
Charlton Bowling Club,-36.265716,143.349873,Lawn Bowls,Social Sports
Culgoa Bowling Club,-35.71593,143.107025,Lawn Bowls,Organized Sports
Culgoa Bowling Club,-35.71593,143.107025,Lawn Bowls,Social Sports
Donald Bowling Club,-36.372786,142.986749,Lawn Bowls,Organized Sports
Donald Bowling Club,-36.372786,142.986749,Lawn Bowls,Social Sports
Donald Golf Bowls Club,-36.380742,142.993551,Lawn Bowls,Organized Sports
Donald Golf Bowls Club,-36.380742,142.993551,Lawn Bowls,Social Sports
Sea Lake Golf Bowls Club,-35.508501,142.84618,Lawn Bowls,Organized Sports
Sea Lake Golf Bowls Club,-35.508501,142.84618,Lawn Bowls,Social Sports
City Of Echuca Bowls Club,-36.140949,144.753134,Lawn Bowls,Organized Sports
City Of Echuca Bowls Club,-36.140949,144.753134,Lawn Bowls,Social Sports
Colbinabbin Bowls Club,-36.586864,144.801678,Lawn Bowls,Organized Sports
Colbinabbin Bowls Club,-36.586864,144.801678,Lawn Bowls,Social Sports
Gunbower Bowls Club,-35.954545,144.374736,Lawn Bowls,Organized Sports
Gunbower Bowls Club,-35.954545,144.374736,Lawn Bowls,Social Sports
Kyabram Valley View Golf Club,-36.335551,144.9789,Lawn Bowls,Organized Sports
Kyabram Valley View Golf Club,-36.335551,144.9789,Lawn Bowls,Social Sports
Lockington Bowls Club,-36.271639,144.527101,Lawn Bowls,Organized Sports
Lockington Bowls Club,-36.271639,144.527101,Lawn Bowls,Social Sports
Rochester Bowls Club,-36.357054,144.699648,Lawn Bowls,Organized Sports
Rochester Bowls Club,-36.357054,144.699648,Lawn Bowls,Social Sports
Rushworth Bowls Club,-36.589293,145.014449,Lawn Bowls,Organized Sports
Rushworth Bowls Club,-36.589293,145.014449,Lawn Bowls,Social Sports
Stanhope Bowls Club,-36.445086,144.988095,Lawn Bowls,Organized Sports
Stanhope Bowls Club,-36.445086,144.988095,Lawn Bowls,Social Sports
Tongala Bowls Club,-36.2544,144.953216,Lawn Bowls,Organized Sports
Tongala Bowls Club,-36.2544,144.953216,Lawn Bowls,Social Sports
Cockatoo Bowls & Tennis Club,-37.937095,145.490575,Lawn Bowls,Organized Sports
Cockatoo Bowls & Tennis Club,-37.937095,145.490575,Lawn Bowls,Social Sports
Garfield Recreation Reserve,-38.094592,145.677927,Lawn Bowls,Organized Sports
Garfield Recreation Reserve,-38.094592,145.677927,Lawn Bowls,Social Sports
Koo Wee Rup Bowls & Tennis Club,-38.201047,145.485264,Lawn Bowls,Organized Sports
Koo Wee Rup Bowls & Tennis Club,-38.201047,145.485264,Lawn Bowls,Social Sports
Lang Lang Bowls Club,-38.262861,145.564308,Lawn Bowls,Organized Sports
Lang Lang Bowls Club,-38.262861,145.564308,Lawn Bowls,Social Sports
Pakenham Bowls & Tennis Club,-38.073728,145.48311,Lawn Bowls,Organized Sports
Pakenham Bowls & Tennis Club,-38.073728,145.48311,Lawn Bowls,Social Sports
Blue Hills Bowling Club,-38.114622,145.303738,Lawn Bowls,Organized Sports
Blue Hills Bowling Club,-38.114622,145.303738,Lawn Bowls,Social Sports
Cranbourne Bowling Club,-38.114051,145.278206,Lawn Bowls,Organized Sports
Cranbourne Bowling Club,-38.114051,145.278206,Lawn Bowls,Social Sports
Cranbourne Golf Club,-38.070839,145.281902,Lawn Bowls,Organized Sports
Cranbourne Golf Club,-38.070839,145.281902,Lawn Bowls,Social Sports
Cranbourne RSL Bowls Club,-38.117933,145.287318,Lawn Bowls,Organized Sports
Cranbourne RSL Bowls Club,-38.117933,145.287318,Lawn Bowls,Social Sports
Edwin Flack Recreation Reserve,-38.029054,145.3632,Lawn Bowls,Organized Sports
Edwin Flack Recreation Reserve,-38.029054,145.3632,Lawn Bowls,Social Sports
Hampton Park Bowls Club,-38.026941,145.261391,Lawn Bowls,Organized Sports
Hampton Park Bowls Club,-38.026941,145.261391,Lawn Bowls,Social Sports
Max Pawsey Recreation Reserve,-38.017492,145.298057,Lawn Bowls,Organized Sports
Max Pawsey Recreation Reserve,-38.017492,145.298057,Lawn Bowls,Social Sports
Carisbrook Recreation Reserve,-37.045446,143.808903,Lawn Bowls,Organized Sports
Carisbrook Recreation Reserve,-37.045446,143.808903,Lawn Bowls,Social Sports
Dunolly Bowling Club,-36.858644,143.732557,Lawn Bowls,Organized Sports
Dunolly Bowling Club,-36.858644,143.732557,Lawn Bowls,Social Sports
Maryborough Golf Club,-37.032806,143.744361,Lawn Bowls,Organized Sports
Maryborough Golf Club,-37.032806,143.744361,Lawn Bowls,Social Sports
Maryborough Highland Society,-37.049081,143.733677,Lawn Bowls,Organized Sports
Maryborough Highland Society,-37.049081,143.733677,Lawn Bowls,Social Sports
Talbot Bowls Club,-37.172703,143.702511,Lawn Bowls,Organized Sports
Talbot Bowls Club,-37.172703,143.702511,Lawn Bowls,Social Sports
Apollo Bay Bowls Club,-38.757111,143.667306,Lawn Bowls,Organized Sports
Apollo Bay Bowls Club,-38.757111,143.667306,Lawn Bowls,Social Sports
Birregurra Bowls Club,-38.335211,143.783671,Lawn Bowls,Organized Sports
Birregurra Bowls Club,-38.335211,143.783671,Lawn Bowls,Social Sports
Central Reserve,-38.347988,143.586344,Lawn Bowls,Organized Sports
Central Reserve,-38.347988,143.586344,Lawn Bowls,Social Sports
Colac Bowls Club,-38.333441,143.576785,Lawn Bowls,Organized Sports
Colac Bowls Club,-38.333441,143.576785,Lawn Bowls,Social Sports
Colac Central Bowls Club,-38.34453,143.588793,Lawn Bowls,Organized Sports
Colac Central Bowls Club,-38.34453,143.588793,Lawn Bowls,Social Sports
Camperdown Bowls Club,-38.226492,143.145011,Lawn Bowls,Organized Sports
Camperdown Bowls Club,-38.226492,143.145011,Lawn Bowls,Social Sports
Camperdown Recreation Reserve,-38.23113,143.103068,Lawn Bowls,Organized Sports
Camperdown Recreation Reserve,-38.23113,143.103068,Lawn Bowls,Social Sports
Cobden Bowls Club,-38.324325,143.076283,Lawn Bowls,Organized Sports
Cobden Bowls Club,-38.324325,143.076283,Lawn Bowls,Social Sports
Lismore Bowls Club,-37.955057,143.344148,Lawn Bowls,Organized Sports
Lismore Bowls Club,-37.955057,143.344148,Lawn Bowls,Social Sports
Simpson Bowls Club,-38.497555,143.208747,Lawn Bowls,Organized Sports
Simpson Bowls Club,-38.497555,143.208747,Lawn Bowls,Social Sports
Skipton Golf Club,-37.687958,143.37083,Lawn Bowls,Organized Sports
Skipton Golf Club,-37.687958,143.37083,Lawn Bowls,Social Sports
Terang Golf Club,-38.242356,142.911058,Lawn Bowls,Organized Sports
Terang Golf Club,-38.242356,142.911058,Lawn Bowls,Social Sports
Timboon Bowls Club,-38.486764,142.975637,Lawn Bowls,Organized Sports
Timboon Bowls Club,-38.486764,142.975637,Lawn Bowls,Social Sports
Burden Park,-37.963132,145.152186,Lawn Bowls,Organized Sports
Burden Park,-37.963132,145.152186,Lawn Bowls,Social Sports
Dandenong Bowls Club,-37.970317,145.22528,Lawn Bowls,Organized Sports
Dandenong Bowls Club,-37.970317,145.22528,Lawn Bowls,Social Sports
Dandenong Recreation Club,-37.98231,145.219213,Lawn Bowls,Organized Sports
Dandenong Recreation Club,-37.98231,145.219213,Lawn Bowls,Social Sports
Keysborough Reserve,-37.994562,145.167688,Lawn Bowls,Organized Sports
Keysborough Reserve,-37.994562,145.167688,Lawn Bowls,Social Sports
Noble Park Reserve,-37.97745,145.169162,Lawn Bowls,Organized Sports
Noble Park Reserve,-37.97745,145.169162,Lawn Bowls,Social Sports
Willow Lodge Bowls Club,-38.042307,145.2052,Lawn Bowls,Organized Sports
Willow Lodge Bowls Club,-38.042307,145.2052,Lawn Bowls,Social Sports
Darebin City Bowls Club,-37.765386,145.022806,Lawn Bowls,Organized Sports
Darebin City Bowls Club,-37.765386,145.022806,Lawn Bowls,Social Sports
Fairfield Bowling Club,-37.774821,145.018043,Lawn Bowls,Organized Sports
Fairfield Bowling Club,-37.774821,145.018043,Lawn Bowls,Social Sports
John Cain Memorial Park,-37.763128,145.024003,Lawn Bowls,Organized Sports
John Cain Memorial Park,-37.763128,145.024003,Lawn Bowls,Social Sports
Kingsbury Bowls Club,-37.715668,145.023492,Lawn Bowls,Organized Sports
Kingsbury Bowls Club,-37.715668,145.023492,Lawn Bowls,Social Sports
Preston - Reservoir Bowls Club,-37.711894,144.993891,Lawn Bowls,Organized Sports
Preston - Reservoir Bowls Club,-37.711894,144.993891,Lawn Bowls,Social Sports
Thornbury Bowls Club,-37.758906,144.998573,Lawn Bowls,Organized Sports
Thornbury Bowls Club,-37.758906,144.998573,Lawn Bowls,Social Sports
Bairnsdale Golf Club,-37.905553,147.685834,Lawn Bowls,Organized Sports
Bairnsdale Golf Club,-37.905553,147.685834,Lawn Bowls,Social Sports
Bruthen Bowling Club,-37.705793,147.829865,Lawn Bowls,Organized Sports
Bruthen Bowling Club,-37.705793,147.829865,Lawn Bowls,Social Sports
Howitt Park Bowls Club,-37.825083,147.645043,Lawn Bowls,Organized Sports
Howitt Park Bowls Club,-37.825083,147.645043,Lawn Bowls,Social Sports
Lakes Entrance Bowls Club,-37.877429,147.986805,Lawn Bowls,Organized Sports
Lakes Entrance Bowls Club,-37.877429,147.986805,Lawn Bowls,Social Sports
Lindenow Bowling Club,-37.802093,147.45433,Lawn Bowls,Organized Sports
Lindenow Bowling Club,-37.802093,147.45433,Lawn Bowls,Social Sports
Mallacoota Golf Club,-37.57155,149.757379,Lawn Bowls,Organized Sports
Mallacoota Golf Club,-37.57155,149.757379,Lawn Bowls,Social Sports
Metung Bowls club,-37.887726,147.856028,Lawn Bowls,Organized Sports
Metung Bowls club,-37.887726,147.856028,Lawn Bowls,Social Sports
Orbost Lawn Bowls,-37.70514,148.456701,Lawn Bowls,Organized Sports
Orbost Lawn Bowls,-37.70514,148.456701,Lawn Bowls,Social Sports
Paynesville Bowling Club,-37.913402,147.715993,Lawn Bowls,Organized Sports
Paynesville Bowling Club,-37.913402,147.715993,Lawn Bowls,Social Sports
Baxter Village Bowls Club ,-38.176837,145.151124,Lawn Bowls,Organized Sports
Baxter Village Bowls Club ,-38.176837,145.151124,Lawn Bowls,Social Sports
Carrum Bowling Club ,-38.085431,145.124043,Lawn Bowls,Organized Sports
Carrum Bowling Club ,-38.085431,145.124043,Lawn Bowls,Social Sports
Frankston Bowling Club,-38.151589,145.124906,Lawn Bowls,Organized Sports
Frankston Bowling Club,-38.151589,145.124906,Lawn Bowls,Social Sports
Frankston RSL Bowling Club ,-38.150896,145.148176,Lawn Bowls,Organized Sports
Frankston RSL Bowling Club ,-38.150896,145.148176,Lawn Bowls,Social Sports
Karingal Bowling Club ,-38.137466,145.156579,Lawn Bowls,Organized Sports
Karingal Bowling Club ,-38.137466,145.156579,Lawn Bowls,Social Sports
Long Island Country Club ,-38.127406,145.137662,Lawn Bowls,Organized Sports
Long Island Country Club ,-38.127406,145.137662,Lawn Bowls,Social Sports
Peninsula Country Golf Club,-38.131453,145.157446,Lawn Bowls,Organized Sports
Peninsula Country Golf Club,-38.131453,145.157446,Lawn Bowls,Social Sports
Seaford Bowls Club ,-38.106392,145.156353,Lawn Bowls,Organized Sports
Seaford Bowls Club ,-38.106392,145.156353,Lawn Bowls,Social Sports
Yamala Park,-38.165625,145.104363,Lawn Bowls,Organized Sports
Yamala Park,-38.165625,145.104363,Lawn Bowls,Social Sports
Cohuna Bowls Club,-35.806935,144.221737,Lawn Bowls,Organized Sports
Cohuna Bowls Club,-35.806935,144.221737,Lawn Bowls,Social Sports
Cohuna Golf & Bowls Club,-35.771471,144.224064,Lawn Bowls,Organized Sports
Cohuna Golf & Bowls Club,-35.771471,144.224064,Lawn Bowls,Social Sports
Kerang Bowling Club,-35.736392,143.91673,Lawn Bowls,Organized Sports
Kerang Bowling Club,-35.736392,143.91673,Lawn Bowls,Social Sports
Kerang Golf and Bowls Club,-35.739906,143.939889,Lawn Bowls,Organized Sports
Kerang Golf and Bowls Club,-35.739906,143.939889,Lawn Bowls,Social Sports
Leitchville Bowls Club,-35.90439,144.299676,Lawn Bowls,Organized Sports
Leitchville Bowls Club,-35.90439,144.299676,Lawn Bowls,Social Sports
Quambatook Bowling Club,-35.849808,143.523803,Lawn Bowls,Organized Sports
Quambatook Bowling Club,-35.849808,143.523803,Lawn Bowls,Social Sports
Barwon Heads Village Park,-38.273168,144.493427,Lawn Bowls,Organized Sports
Barwon Heads Village Park,-38.273168,144.493427,Lawn Bowls,Social Sports
Clifton Springs Bowling Club,-38.154652,144.562938,Lawn Bowls,Organized Sports
Clifton Springs Bowling Club,-38.154652,144.562938,Lawn Bowls,Social Sports
Geelong Lawn Tennis Club,-38.167151,144.348602,Lawn Bowls,Organized Sports
Geelong Lawn Tennis Club,-38.167151,144.348602,Lawn Bowls,Social Sports
Geelong RSL Club,-38.173147,144.351297,Lawn Bowls,Organized Sports
Geelong RSL Club,-38.173147,144.351297,Lawn Bowls,Social Sports
Geelong West Bowls Club,-38.143495,144.34596,Lawn Bowls,Organized Sports
Geelong West Bowls Club,-38.143495,144.34596,Lawn Bowls,Social Sports
Highton Reserve,-38.172014,144.321539,Lawn Bowls,Organized Sports
Highton Reserve,-38.172014,144.321539,Lawn Bowls,Social Sports
Lara Bowling Club,-38.023863,144.410866,Lawn Bowls,Organized Sports
Lara Bowling Club,-38.023863,144.410866,Lawn Bowls,Social Sports
Leopold Sportsmans Club,-38.176638,144.46633,Lawn Bowls,Organized Sports
Leopold Sportsmans Club,-38.176638,144.46633,Lawn Bowls,Social Sports
Myers Reserve,-38.094013,144.31886,Lawn Bowls,Organized Sports
Myers Reserve,-38.094013,144.31886,Lawn Bowls,Social Sports
Norlane Bowling Club,-38.084209,144.362078,Lawn Bowls,Organized Sports
Norlane Bowling Club,-38.084209,144.362078,Lawn Bowls,Social Sports
Ocean Grove Bowling Club,-38.266224,144.516732,Lawn Bowls,Organized Sports
Ocean Grove Bowling Club,-38.266224,144.516732,Lawn Bowls,Social Sports
Portarlington Bowls Club,-38.113497,144.650158,Lawn Bowls,Organized Sports
Portarlington Bowls Club,-38.113497,144.650158,Lawn Bowls,Social Sports
St Leonards Bowling Club,-38.174488,144.70942,Lawn Bowls,Organized Sports
St Leonards Bowling Club,-38.174488,144.70942,Lawn Bowls,Social Sports
Alma Bowls &Tennis Club,-37.862561,145.014157,Lawn Bowls,Organized Sports
Alma Bowls &Tennis Club,-37.862561,145.014157,Lawn Bowls,Social Sports
Armadale Bowls Club/Tennis Courts,-37.893946,145.023489,Lawn Bowls,Organized Sports
Armadale Bowls Club/Tennis Courts,-37.893946,145.023489,Lawn Bowls,Social Sports
Bentleigh Bowling Club,-37.920749,145.042871,Lawn Bowls,Organized Sports
Bentleigh Bowling Club,-37.920749,145.042871,Lawn Bowls,Social Sports
Coatesville Bowling Club,-37.917867,145.074937,Lawn Bowls,Organized Sports
Coatesville Bowling Club,-37.917867,145.074937,Lawn Bowls,Social Sports
Elsternwick Bowls Club,-37.881397,145.004337,Lawn Bowls,Organized Sports
Elsternwick Bowls Club,-37.881397,145.004337,Lawn Bowls,Social Sports
Glen Eira McKinnon Bowls Club,-37.907937,145.045579,Lawn Bowls,Organized Sports
Glen Eira McKinnon Bowls Club,-37.907937,145.045579,Lawn Bowls,Social Sports
Murrumbeena Bowls Club,-37.887222,145.066208,Lawn Bowls,Organized Sports
Murrumbeena Bowls Club,-37.887222,145.066208,Lawn Bowls,Social Sports
Murrumbeena Park Bowls Club,-37.897253,145.07207,Lawn Bowls,Organized Sports
Murrumbeena Park Bowls Club,-37.897253,145.07207,Lawn Bowls,Social Sports
South Oakleigh Club,-37.931346,145.077481,Lawn Bowls,Organized Sports
South Oakleigh Club,-37.931346,145.077481,Lawn Bowls,Social Sports
Southern Indoor Bowls Club,-37.888021,145.022011,Lawn Bowls,Organized Sports
Southern Indoor Bowls Club,-37.888021,145.022011,Lawn Bowls,Social Sports
The Bentleigh Club,-37.913077,145.027289,Lawn Bowls,Organized Sports
The Bentleigh Club,-37.913077,145.027289,Lawn Bowls,Social Sports
Casterton Bowls Club,-37.581471,141.404252,Lawn Bowls,Organized Sports
Casterton Bowls Club,-37.581471,141.404252,Lawn Bowls,Social Sports
Dartmoor Bowls Club ,-37.922766,141.280398,Lawn Bowls,Organized Sports
Dartmoor Bowls Club ,-37.922766,141.280398,Lawn Bowls,Social Sports
Portland Bowls Club,-38.333019,141.607352,Lawn Bowls,Organized Sports
Portland Bowls Club,-38.333019,141.607352,Lawn Bowls,Social Sports
Portland Memorial Bowls Club,-38.35922,141.606259,Lawn Bowls,Organized Sports
Portland Memorial Bowls Club,-38.35922,141.606259,Lawn Bowls,Social Sports
Bannockburn & District Bowls Club,-38.051353,144.173704,Lawn Bowls,Organized Sports
Bannockburn & District Bowls Club,-38.051353,144.173704,Lawn Bowls,Social Sports
Inverleigh Bowls Club,-38.102934,144.049384,Lawn Bowls,Organized Sports
Inverleigh Bowls Club,-38.102934,144.049384,Lawn Bowls,Social Sports
Linton & District Bowling Club,-37.684492,143.561703,Lawn Bowls,Organized Sports
Linton & District Bowling Club,-37.684492,143.561703,Lawn Bowls,Social Sports
Clunes Bowling Club,-37.294906,143.78948,Lawn Bowls,Organized Sports
Clunes Bowling Club,-37.294906,143.78948,Lawn Bowls,Social Sports
Creswick Bowling Club,-37.421686,143.895498,Lawn Bowls,Organized Sports
